id,first_name,last_name,risk,resiliency,risk_calculation,risk_category
4667,Erskine,D'eye,66,79,13,high
4668,Marwin,Osipov,79,23,-56,critical
4669,Krystalle,Downie,4,82,78,none
4670,Lida,McCombe,52,91,39,medium
4671,Gnni,Cestard,43,73,30,medium
4672,Kelcie,Betham,52,89,37,medium
4673,Sebastian,Valenti,56,34,-22,critical
4674,Dew,Hardwell,30,97,67,low
4675,Ellary,Conwell,51,40,-11,critical
4676,Keely,Penhale,60,73,13,high
4677,Kissiah,Willoughey,84,2,-82,critical
4678,Buffy,Wych,6,84,78,none
4679,Burlie,Jahnel,81,1,-80,critical
4680,Rebekkah,Gleasane,16,6,-10,critical
4681,Giacinta,Crocker,23,32,9,high
4682,Crystie,Lehr,56,63,7,high
4683,Georgeanne,McBayne,37,79,42,medium
4684,Flore,Obell,16,7,-9,critical
4685,Corabel,Asplin,59,13,-46,critical
4686,Kriste,Flement,55,73,18,high
4687,Corey,Littrick,37,48,11,high
4688,Flem,Curling,48,83,35,medium
4689,Bethany,Vasechkin,57,72,15,high
4690,Elsy,Sherlock,91,54,-37,critical
4691,Consolata,Semkins,59,39,-20,critical
4692,Wilmer,O'Hannay,63,38,-25,critical
4693,Jillana,Karchewski,29,47,18,high
4694,Bibbie,Stuther,77,74,-3,critical
4695,Alberta,Hardware,7,66,59,low
4696,Jenelle,Heintsch,81,53,-28,critical
4697,Ros,Cleyne,52,29,-23,critical
4698,Alie,Gossage,46,96,50,low
4699,Aguie,Foord,73,32,-41,critical
4700,Elena,Finlayson,48,87,39,medium
4701,Layney,Vasovic,54,94,40,medium
4702,Mildred,Baford,38,59,21,high
4703,Adria,Shanahan,18,64,46,medium
4704,Cortney,McCrie,19,92,73,low
4705,Eustace,Puzey,73,46,-27,critical
4706,Correna,Hawksley,80,66,-14,critical
4707,Joelle,Palister,67,12,-55,critical
4708,Griffie,Melmeth,55,67,12,high
4709,Odella,Cauthra,73,5,-68,critical
4710,Gabriellia,Plitz,69,61,-8,critical
4711,Byrann,Cottu,62,24,-38,critical
4712,Cullen,Pinkstone,57,62,5,high
4713,Rosetta,Trustrie,90,19,-71,critical
4714,Lulu,Johantges,10,76,66,low
4715,Hobart,McPeake,35,37,2,high
4716,Vin,Parnaby,20,22,2,high
4717,Shayla,Bearcock,8,19,11,high
4718,Haydon,Plail,90,66,-24,critical
4719,Clementina,Searjeant,79,91,12,high
4720,Melisande,Shmyr,7,44,37,medium
4721,Jeddy,Rymell,14,28,14,high
4722,Timmy,Pickthorn,12,40,28,medium
4723,Margaux,Willisch,86,44,-42,critical
4724,Lauretta,Botwright,62,79,17,high
4725,Krystal,Kalker,91,44,-47,critical
4726,Cristabel,Hakeworth,6,40,34,medium
4727,Alford,Parsall,57,28,-29,critical
4728,Marcela,Halton,32,49,17,high
4729,Florie,Skeels,90,78,-12,critical
4730,Franky,Tale,63,41,-22,critical
4731,Monro,Lyall,61,56,-5,critical
4732,Britte,Shaplin,64,80,16,high
4733,Raquel,Leall,15,42,27,medium
4734,Maddalena,Ranvoise,66,61,-5,critical
4735,Burg,Drogan,84,88,4,high
4736,Catlin,Lowes,38,43,5,high
4737,Sybyl,Beartup,79,71,-8,critical
4738,Fabien,Minor,4,63,59,low
4739,Hamil,O'Kinneally,18,86,68,low
4740,Shannon,Peart,23,22,-1,critical
4741,Anson,Matessian,67,93,26,medium
4742,Desiri,Devote,59,96,37,medium
4743,Engracia,Catteroll,63,77,14,high
4744,Glyn,Perrelli,77,11,-66,critical
4745,Rabi,Keenleyside,93,39,-54,critical
4746,Luigi,Ferrulli,38,65,27,medium
4747,Weston,Flaune,76,67,-9,critical
4748,Frans,Crackett,52,41,-11,critical
4749,Jeni,Lamberto,60,86,26,medium
4750,Franz,Christoffels,9,75,66,low
4751,Emlyn,Cookes,37,43,6,high
4752,Gayelord,Pirrey,70,36,-34,critical
4753,Thatcher,Avramovitz,72,49,-23,critical
4754,Luelle,Kingsnod,49,93,44,medium
4755,Carina,Jarrell,99,74,-25,critical
4756,Devin,Capstick,64,75,11,high
4757,Annnora,Grimmolby,41,65,24,high
4758,Inigo,MacBain,17,21,4,high
4759,Tori,Liffey,72,65,-7,critical
4760,Marquita,De Ortega,23,17,-6,critical
4761,Stormie,Baxstare,99,90,-9,critical
4762,Elli,Abley,95,37,-58,critical
4763,Christine,Wild,6,24,18,high
4764,Man,Perago,92,24,-68,critical
4765,Maisey,Zammitt,56,32,-24,critical
4766,Keely,Filyakov,23,17,-6,critical
4767,Liliane,Muslim,91,30,-61,critical
4768,Mischa,Widd,98,87,-11,critical
4769,Reinaldos,Lawey,28,69,41,medium
4770,Darren,Blankman,66,45,-21,critical
4771,Clarabelle,Abbs,79,20,-59,critical
4772,Chrissie,Ragles,67,17,-50,critical
4773,Rosmunda,Ratke,34,31,-3,critical
4774,Addy,Melwall,9,6,-3,critical
4775,Jacintha,Blasi,55,5,-50,critical
4776,Lusa,Camden,63,60,-3,critical
4777,Carlynne,Shrieve,80,48,-32,critical
4778,Annis,Wallace,44,74,30,medium
4779,Jacki,Battison,84,87,3,high
4780,Linn,Dufton,90,67,-23,critical
4781,Amby,Jenny,82,4,-78,critical
4782,Tony,Sclater,40,76,36,medium
4783,Bearnard,Cardwell,41,15,-26,critical
4784,Hilde,Crockett,44,11,-33,critical
4785,Myrtle,Rubenchik,76,25,-51,critical
4786,Paddy,Greatbach,65,42,-23,critical
4787,Panchito,Muir,82,89,7,high
4788,Denver,Esch,32,92,60,low
4789,Byran,Toolan,77,15,-62,critical
4790,Phineas,Geary,89,2,-87,critical
4791,Mareah,O'Hollegan,96,58,-38,critical
4792,Russ,Notton,91,79,-12,critical
4793,Gui,Branscomb,77,88,11,high
4794,Zared,Solomonides,57,12,-45,critical
4795,Deeyn,Sambals,27,31,4,high
4796,Guendolen,Venneur,7,38,31,medium
4797,Felizio,Fairney,26,46,20,high
4798,Jarrid,Gauch,32,89,57,low
4799,Hoyt,Maryon,88,20,-68,critical
4800,Barret,Stidson,38,46,8,high
4801,Adaline,Guinan,38,81,43,medium
4802,Averell,Libreros,71,13,-58,critical
4803,Kelby,Blitz,7,22,15,high
4804,Christoper,Edgson,78,39,-39,critical
4805,Agneta,Pietersma,55,32,-23,critical
4806,Florian,Bowlas,30,45,15,high
4807,Kelsey,Chittem,81,71,-10,critical
4808,Nev,Stairs,3,89,86,none
4809,Josephina,Kenen,76,46,-30,critical
4810,Hercule,Soot,90,2,-88,critical
4811,Isidore,Mundell,88,72,-16,critical
4812,Sharron,Antyshev,26,1,-25,critical
4813,Chere,Owens,57,90,33,medium
4814,Wally,Marchi,43,2,-41,critical
4815,Irving,Paik,41,80,39,medium
4816,Genevra,Witherby,28,44,16,high
4817,Kenna,MacTrustam,69,64,-5,critical
4818,Christel,Paolacci,24,69,45,medium
4819,Eziechiele,Ley,71,46,-25,critical
4820,Jaine,Shackell,52,19,-33,critical
4821,Mirna,Gemeau,86,85,-1,critical
4822,Danica,Volet,48,38,-10,critical
4823,Giselle,Constanza,78,15,-63,critical
4824,Carie,Eberdt,18,73,55,low
4825,Regan,Varlow,2,20,18,high
4826,Talya,Betho,39,33,-6,critical
4827,Genevra,Kemet,1,93,92,none
4828,Jesselyn,Oaker,66,8,-58,critical
4829,Thom,Acott,27,10,-17,critical
4830,Freemon,Ozanne,96,98,2,high
4831,Michelle,Gabler,28,59,31,medium
4832,Kerr,Dmitriev,74,8,-66,critical
4833,Rodrique,Coan,6,80,74,low
4834,Sherlocke,Ferreli,6,84,78,none
4835,Marice,Malecky,1,36,35,medium
4836,Olia,Glazebrook,5,98,93,none
4837,Carry,Lippatt,59,61,2,high
4838,Meggy,Malam,95,62,-33,critical
4839,Cathryn,Finker,79,15,-64,critical
4840,Tommie,Walby,66,61,-5,critical
4841,Mellicent,Whittington,10,84,74,low
4842,Mauricio,Smewin,38,35,-3,critical
4843,Vivia,Mundwell,9,50,41,medium
4844,Zondra,Draxford,30,90,60,low
4845,Luise,Tootell,83,67,-16,critical
4846,Millicent,Sawkin,48,97,49,medium
4847,Quent,Vargas,98,81,-17,critical
4848,Eugen,Dudin,33,78,45,medium
4849,Aurel,Newtown,18,95,77,none
4850,Daffy,Barwick,41,7,-34,critical
4851,Robby,Vlasin,75,14,-61,critical
4852,Nero,Sooper,94,90,-4,critical
4853,Jacqueline,Dinse,65,34,-31,critical
4854,Carlin,Breacher,39,47,8,high
4855,Josiah,Ungerer,58,34,-24,critical
4856,Donn,Hansemann,12,100,88,none
4857,Felita,McArte,70,38,-32,critical
4858,Marjorie,Regitz,14,91,77,none
4859,Danni,Cregeen,82,39,-43,critical
4860,Kerri,Kunkel,30,15,-15,critical
4861,Miner,Mughal,94,93,-1,critical
4862,Trevor,Stein,72,27,-45,critical
4863,Abba,Feaks,10,66,56,low
4864,Arline,Espina,66,75,9,high
4865,Norene,Pursehouse,71,6,-65,critical
4866,Chanda,Whysall,36,81,45,medium
4867,Averil,Liccardi,36,86,50,low
4868,Claudian,Jedrychowski,49,85,36,medium
4869,Anselma,Argo,9,45,36,medium
4870,Ceciley,Atling,92,8,-84,critical
4871,Boyd,D'Emanuele,90,19,-71,critical
4872,Bernadine,Smethurst,78,13,-65,critical
4873,Lynnet,Cownden,42,69,27,medium
4874,Orran,Linturn,37,49,12,high
4875,Quentin,Duchart,71,2,-69,critical
4876,Beryl,Devanny,14,7,-7,critical
4877,Garnette,Gingles,16,31,15,high
4878,Hope,Sowrey,89,94,5,high
4879,Zacherie,Humm,95,31,-64,critical
4880,Walsh,Bourrel,56,30,-26,critical
4881,Jakie,Fetterplace,87,55,-32,critical
4882,Stacy,Peet,62,41,-21,critical
4883,Hersh,Jeayes,94,75,-19,critical
4884,Corilla,Spafford,46,9,-37,critical
4885,Gaylor,Figger,69,77,8,high
4886,Claudelle,Rawsthorn,24,61,37,medium
4887,Florella,Alexandre,84,6,-78,critical
4888,Malina,Sollime,45,24,-21,critical
4889,Enos,Harriskine,83,26,-57,critical
4890,Harriette,Brecon,9,57,48,medium
4891,Dana,Jonsson,14,90,76,none
4892,Clint,Calvard,58,47,-11,critical
4893,Darcey,Jumont,42,68,26,medium
4894,Josie,Voff,49,10,-39,critical
4895,Cynthie,Coultass,32,23,-9,critical
4896,Jamie,Bartelli,37,63,26,medium
4897,Nicholle,Evans,5,20,15,high
4898,Cecelia,O'Fallowne,31,84,53,low
4899,Jo-ann,Wolverson,73,32,-41,critical
4900,Hallie,Heaps,97,47,-50,critical
4901,Osbert,Goldhawk,18,13,-5,critical
4902,Gustavus,Beek,41,32,-9,critical
4903,Stavros,Wiz,82,17,-65,critical
4904,Anderson,Dopson,95,69,-26,critical
4905,Kiri,Hamblin,92,90,-2,critical
4906,Turner,Harrhy,76,13,-63,critical
4907,Tobey,Smorthwaite,78,52,-26,critical
4908,Micheil,Banham,44,38,-6,critical
4909,Olympe,Cawthera,54,53,-1,critical
4910,Antin,Trodd,95,88,-7,critical
4911,Tobiah,Spurnier,75,30,-45,critical
4912,Madonna,Close,31,24,-7,critical
4913,Kerrie,Malia,99,28,-71,critical
4914,Evvy,Baunton,97,60,-37,critical
4915,Mahmoud,Iacovaccio,5,37,32,medium
4916,Erie,Kauble,40,61,21,high
4917,Juline,Neylon,79,76,-3,critical
4918,Durand,Abbett,40,51,11,high
4919,Cynthia,Budibent,69,86,17,high
4920,Desirae,Padfield,74,39,-35,critical
4921,Windy,Slany,63,91,28,medium
4922,Dorita,Elldred,31,55,24,high
4923,Bill,Deyes,54,75,21,high
4924,Lydia,Wickson,47,14,-33,critical
4925,Padraig,Philbin,2,37,35,medium
4926,Wolfgang,Harp,12,62,50,low
4927,Cassey,Kermitt,83,49,-34,critical
4928,Fredra,Balling,62,61,-1,critical
4929,Jayme,Richardson,44,68,24,high
4930,Antonella,Losty,56,19,-37,critical
4931,Aura,Earie,10,96,86,none
4932,Jill,Alessandretti,95,49,-46,critical
4933,Daren,Gutman,75,42,-33,critical
4934,Kristen,Elvey,98,18,-80,critical
4935,Willdon,Bristow,67,47,-20,critical
4936,Idalina,MacAleese,80,72,-8,critical
4937,Em,Tabram,81,6,-75,critical
4938,Rozanne,Garlett,80,19,-61,critical
4939,Emery,Starbucke,3,89,86,none
4940,Rana,Ely,26,9,-17,critical
4941,Sheela,Sprulls,2,80,78,none
4942,Rana,Cattermole,51,67,16,high
4943,Fayre,Ambrogiotti,10,73,63,low
4944,Nonah,Rist,52,10,-42,critical
4945,Marie,MacGrath,40,1,-39,critical
4946,Marshal,Gronaver,53,82,29,medium
4947,Aurore,Cairney,9,90,81,none
4948,Salomi,Noseworthy,69,89,20,high
4949,Giana,Hobden,95,45,-50,critical
4950,Hadley,Blennerhassett,34,84,50,low
4951,Holly,Tytterton,9,2,-7,critical
4952,Jennine,Refford,13,80,67,low
4953,Birgit,Chaudron,10,29,19,high
4954,Zack,Dorney,26,54,28,medium
4955,Kile,Cabera,90,22,-68,critical
4956,Waly,Vickarman,37,99,62,low
4957,Valencia,Kave,51,60,9,high
4958,Pren,Gissop,44,1,-43,critical
4959,Carolina,McConnel,69,69,0,high
4960,Skipp,Balmer,78,69,-9,critical
4961,Gilligan,Cote,9,57,48,medium
4962,Nydia,Rudwell,90,48,-42,critical
4963,Jarib,Furley,64,52,-12,critical
4964,Bernadine,Galliford,94,70,-24,critical
4965,Augustus,McIllrick,72,71,-1,critical
4966,Gawain,Minigo,7,50,43,medium
4967,Greggory,Lantuffe,57,50,-7,critical
4968,Margaretta,Trunkfield,22,4,-18,critical
4969,Adolpho,Bahls,13,65,52,low
4970,Willem,Semrad,30,4,-26,critical
4971,Marlie,Mauditt,76,39,-37,critical
4972,Brandise,Otterwell,78,64,-14,critical
4973,Kacey,Lansbury,94,74,-20,critical
4974,Tessa,Matley,10,18,8,high
4975,Hermine,Chattington,18,53,35,medium
4976,Tani,Bezarra,67,11,-56,critical
4977,Kalinda,Maharg,55,43,-12,critical
4978,Gav,Briffett,7,40,33,medium
4979,Aleksandr,Bletso,75,54,-21,critical
4980,Georgianne,Cutchie,44,49,5,high
4981,Adams,Coulbeck,36,66,30,medium
4982,Taddeo,Mumm,94,80,-14,critical
4983,Dennet,Don,99,46,-53,critical
4984,Petronille,Ginnaly,11,75,64,low
4985,Adrea,Brunstan,45,32,-13,critical
4986,Tracey,Littledyke,2,16,14,high
4987,Zerk,Loisi,80,69,-11,critical
4988,Jordon,Dunton,31,32,1,high
4989,Gard,Croke,56,46,-10,critical
4990,Chloris,Klaes,69,68,-1,critical
4991,Carolann,Sollas,94,81,-13,critical
4992,Devlen,Louw,74,41,-33,critical
4993,Magdaia,Jahnel,62,11,-51,critical
4994,Lilia,Seeney,16,57,41,medium
4995,Cinda,Proudler,67,58,-9,critical
4996,Stace,Waterhowse,24,53,29,medium
4997,Dennet,Ellor,64,98,34,medium
4998,Lotte,Frears,58,34,-24,critical
4999,Mic,Evennett,26,38,12,high
5000,Kinny,Gossart,8,64,56,low
5001,Lyn,MacWilliam,55,71,16,high
5002,Dulsea,Crowley,6,90,84,none
5003,Kimberlee,Cesaric,51,93,42,medium
5004,Maggi,Downie,9,17,8,high
5005,Misha,Coverlyn,35,89,54,low
5006,Lorie,Annell,30,53,23,high
5007,Fabe,Perigoe,61,90,29,medium
5008,Andrus,Tomkins,43,40,-3,critical
5009,Peter,Santacrole,35,46,11,high
5010,Nathaniel,Lidington,99,1,-98,critical
5011,Gawain,Waltho,73,97,24,high
5012,Doralia,Wenderott,14,79,65,low
5013,Hanny,Beamont,77,2,-75,critical
5014,Devlin,MacSween,91,48,-43,critical
5015,Barbie,Satford,52,34,-18,critical
5016,Teodora,Vanne,57,36,-21,critical
5017,Gussi,Vercruysse,45,61,16,high
5018,Beaufort,McCurt,41,85,44,medium
5019,Lynea,Steers,39,74,35,medium
5020,Nikoletta,Paulsson,73,7,-66,critical
5021,Wash,Lilford,14,76,62,low
5022,Eamon,Quickfall,62,4,-58,critical
5023,Karina,Costelloe,75,38,-37,critical
5024,Berti,Quincee,37,90,53,low
5025,Willy,Tarn,29,25,-4,critical
5026,Staffard,Costan,24,79,55,low
5027,Cristine,Magson,54,25,-29,critical
5028,Randy,O'Clery,57,7,-50,critical
5029,Winnie,Shelf,18,84,66,low
5030,Clerkclaude,Roskam,22,2,-20,critical
5031,Gerrie,Vanyatin,55,27,-28,critical
5032,Jacquenetta,Birnie,38,13,-25,critical
5033,Caria,Zaple,27,14,-13,critical
5034,Seka,Thame,27,55,28,medium
5035,Wenonah,Savine,10,54,44,medium
5036,Misti,Ingliby,71,34,-37,critical
5037,Nelle,Messenbird,4,32,28,medium
5038,Wesley,Esposi,48,82,34,medium
5039,Kathryn,Varrow,83,94,11,high
5040,Sid,Locock,88,11,-77,critical
5041,Helaine,Blaxeland,15,28,13,high
5042,Mikol,Cufflin,40,100,60,low
5043,Zack,Simacek,90,80,-10,critical
5044,Joanne,Edmonston,76,47,-29,critical
5045,Bancroft,McCafferky,75,37,-38,critical
5046,Krissy,Kingswoode,8,24,16,high
5047,Nadean,Stritton,30,16,-14,critical
5048,Devora,Zanicchelli,82,48,-34,critical
5049,Enrico,Blesing,58,39,-19,critical
5050,Kimberly,Phibb,77,74,-3,critical
5051,Sibeal,Hambers,7,23,16,high
5052,Reggie,Crippell,35,99,64,low
5053,Lothaire,Sinkinson,9,19,10,high
5054,Zara,Twentyman,92,60,-32,critical
5055,Tierney,Huke,69,94,25,medium
5056,Belita,Gowdy,56,29,-27,critical
5057,Noll,Astman,22,7,-15,critical
5058,Robyn,Billion,40,23,-17,critical
5059,Ryan,Daniell,33,29,-4,critical
5060,Boy,Drury,93,12,-81,critical
5061,Keelia,Ledeker,35,20,-15,critical
5062,Cross,Poynter,89,38,-51,critical
5063,Lucian,Landrean,11,51,40,medium
5064,Cherilynn,Hakes,85,81,-4,critical
5065,Filberto,Gogay,28,52,24,high
5066,Nev,Rignoldes,82,45,-37,critical
5067,Jo-ann,O'Loughane,2,38,36,medium
5068,Yulma,Cowitz,38,15,-23,critical
5069,Thedric,Paddon,28,17,-11,critical
5070,Miltie,Pendrich,70,45,-25,critical
5071,Cristie,Rentalll,52,75,23,high
5072,Jorrie,Pinckard,48,67,19,high
5073,Aurora,Howlings,41,45,4,high
5074,Sarge,Atling,76,71,-5,critical
5075,Stephana,Ruby,42,11,-31,critical
5076,Anabella,Kerwen,23,70,47,medium
5077,Nickola,McTrustram,76,39,-37,critical
5078,Merrill,McEllen,49,88,39,medium
5079,Gwenneth,Antonacci,71,7,-64,critical
5080,Roley,Zupone,35,1,-34,critical
5081,Jens,Tschursch,20,90,70,low
5082,Janel,Refford,48,58,10,high
5083,Marcie,Spandley,60,27,-33,critical
5084,Orion,Feldmesser,85,37,-48,critical
5085,Tasia,O'dell,31,61,30,medium
5086,Zorina,Portigall,92,80,-12,critical
5087,Martguerita,Luckwell,15,85,70,low
5088,Rois,Rosson,78,49,-29,critical
5089,Tito,Briat,8,35,27,medium
5090,Raven,Chaff,47,71,24,high
5091,Tressa,Bath,41,28,-13,critical
5092,Melita,Kinlock,78,37,-41,critical
5093,Lanette,Helliwell,11,91,80,none
5094,Garth,Blaes,20,65,45,medium
5095,Gaile,Gallacher,73,56,-17,critical
5096,Alta,Coultas,48,80,32,medium
5097,Claudette,Constance,44,56,12,high
5098,Hieronymus,Playle,62,90,28,medium
5099,Halsey,Miliffe,62,90,28,medium
5100,Adrien,Tirrell,36,90,54,low
5101,Kimball,Himpson,34,3,-31,critical
5102,Chadwick,Rentcome,56,77,21,high
5103,Melesa,Garwill,3,54,51,low
5104,Claudius,Hendrik,46,81,35,medium
5105,Merrili,Benion,70,88,18,high
5106,Ives,Crudgington,5,64,59,low
5107,Blanch,Dawtre,28,35,7,high
5108,Shurlocke,Micklewicz,27,80,53,low
5109,Darryl,Abramin,5,28,23,high
5110,Rubi,Levison,28,73,45,medium
5111,Alejoa,Itschakov,14,47,33,medium
5112,Dion,Jackways,53,17,-36,critical
5113,Berk,Livsey,9,54,45,medium
5114,Horst,Quilligan,77,26,-51,critical
5115,Lombard,Anmore,95,67,-28,critical
5116,Hazel,Attlee,14,25,11,high
5117,Sherill,Bail,92,97,5,high
5118,Amerigo,Aimable,14,52,38,medium
5119,Zandra,Keunemann,7,24,17,high
5120,Esmaria,Cafe,72,76,4,high
5121,Kendra,McGuiney,96,3,-93,critical
5122,Averil,Woolland,52,55,3,high
5123,Oren,Forth,96,19,-77,critical
5124,Jo,Sans,49,66,17,high
5125,Vita,Hunte,42,49,7,high
5126,Harwilll,Khomin,15,86,71,low
5127,Sharline,Ranvoise,41,27,-14,critical
5128,Valli,Groll,6,32,26,medium
5129,Loydie,McWhannel,44,32,-12,critical
5130,Codie,Wankel,84,98,14,high
5131,Jo-ann,Soldan,94,8,-86,critical
5132,Mycah,Stubley,14,8,-6,critical
5133,Agnes,Mawman,34,37,3,high
5134,Virgina,Tuddall,35,54,19,high
5135,Emmeline,Ayling,38,87,49,medium
5136,Marsha,Eversfield,47,37,-10,critical
5137,Tremayne,Stace,17,2,-15,critical
5138,Annalee,Thurbon,89,79,-10,critical
5139,Alexandros,Hrinchenko,44,42,-2,critical
5140,Clifford,Daines,58,15,-43,critical
5141,Pinchas,Matthias,80,56,-24,critical
5142,Fredia,Pedican,60,62,2,high
5143,Hurleigh,Brockway,66,70,4,high
5144,Rochella,Pafford,1,21,20,high
5145,Daphene,Steggals,29,99,70,low
5146,Skylar,Chalk,76,16,-60,critical
5147,Flor,Rubury,17,17,0,high
5148,Durand,Danielsson,71,58,-13,critical
5149,Harper,Mulles,1,18,17,high
5150,Shani,Pesak,2,79,77,none
5151,Herve,Mulderrig,32,67,35,medium
5152,Hart,Bauman,65,77,12,high
5153,Mahala,Samter,43,44,1,high
5154,Patton,Guess,18,65,47,medium
5155,Markos,Fitzharris,60,90,30,medium
5156,Page,Yeskin,6,69,63,low
5157,Adoree,Mapledoram,55,61,6,high
5158,Tedda,Colbert,71,7,-64,critical
5159,Kris,Le Blond,95,67,-28,critical
5160,Yoshiko,Knappett,39,46,7,high
5161,Karlene,Figg,88,26,-62,critical
5162,Wendall,Duffan,2,8,6,high
5163,Hedi,Franiak,5,81,76,none
5164,Pammi,O'Cullen,64,81,17,high
5165,Rebekah,Taggart,60,84,24,high
5166,Tim,Emmitt,68,59,-9,critical
5167,Tracey,Gofforth,93,39,-54,critical
5168,Carlin,Dufore,25,52,27,medium
5169,Paulie,Sanbroke,53,22,-31,critical
5170,Lauren,Eustace,37,18,-19,critical
5171,Delmer,Rabier,77,56,-21,critical
5172,Minor,Sich,96,17,-79,critical
5173,Maryann,Tootin,92,91,-1,critical
5174,Corbet,Berendsen,2,55,53,low
5175,Mariellen,Riedel,86,86,0,high
5176,Celka,Pates,96,83,-13,critical
5177,Ferris,Christofides,60,45,-15,critical
5178,Maxim,Petchell,12,35,23,high
5179,Eadmund,Bowlesworth,54,76,22,high
5180,Jordain,Isac,31,32,1,high
5181,Julia,Vassel,35,12,-23,critical
5182,Bran,Burcher,66,15,-51,critical
5183,Kile,Wherrett,33,33,0,high
5184,Estrella,Tome,13,19,6,high
5185,Jock,Phoenix,41,39,-2,critical
5186,Brien,Sissel,20,23,3,high
5187,Cathy,Officer,76,8,-68,critical
5188,Roberta,Jovis,1,47,46,medium
5189,Harlene,O'Caine,83,1,-82,critical
5190,Bronnie,Touzey,66,3,-63,critical
5191,Derron,Marcome,60,22,-38,critical
5192,Adena,Penhalewick,15,50,35,medium
5193,Pamela,Willoughby,78,91,13,high
5194,Kinsley,Desorts,18,85,67,low
5195,Fielding,Giannoni,77,36,-41,critical
5196,Ramonda,Endle,31,16,-15,critical
5197,Dalt,MacDearmont,5,43,38,medium
5198,Gabriel,Gumn,64,93,29,medium
5199,Kordula,Sprackling,61,32,-29,critical
5200,Anne,Bambrick,82,78,-4,critical
5201,Parsifal,Mixer,22,45,23,high
5202,Simon,Beernaert,53,93,40,medium
5203,Elane,Tenney,10,96,86,none
5204,Hedvige,Mc Elory,42,53,11,high
5205,Randie,Losbie,70,58,-12,critical
5206,Arch,Copner,39,81,42,medium
5207,Babara,Oulet,40,40,0,high
5208,Justine,Aughtie,86,18,-68,critical
5209,Berget,Wallington,8,59,51,low
5210,Kial,McGinney,52,25,-27,critical
5211,Reggi,Wildblood,92,60,-32,critical
5212,Ester,Jacobsohn,95,33,-62,critical
5213,Hazel,Yellowlea,69,47,-22,critical
5214,Aldrich,Halegarth,79,46,-33,critical
5215,Hanni,Leathem,11,6,-5,critical
5216,Merv,Doudney,30,10,-20,critical
5217,Albert,Castanaga,21,30,9,high
5218,Cristi,Fiddeman,60,6,-54,critical
5219,Selia,Maliffe,73,30,-43,critical
5220,Gifford,Matejka,60,18,-42,critical
5221,Mia,Brereton,49,82,33,medium
5222,Kaela,Siddeley,34,86,52,low
5223,Mabelle,MacArte,16,47,31,medium
5224,Aindrea,Slocumb,21,37,16,high
5225,Sherm,Armour,8,10,2,high
5226,Anna-diane,Blaiklock,57,19,-38,critical
5227,Sibylla,Cherry,94,68,-26,critical
5228,Cort,Lonergan,36,6,-30,critical
5229,Ringo,Sloane,52,83,31,medium
5230,Bel,Beachem,44,44,0,high
5231,Marti,McGuiney,51,47,-4,critical
5232,Dynah,Rackley,7,43,36,medium
5233,Cynthea,MacTimpany,97,52,-45,critical
5234,Cthrine,Littlemore,24,49,25,medium
5235,Arel,Butland,1,65,64,low
5236,Agna,Lilliman,24,23,-1,critical
5237,Curry,Janatka,83,10,-73,critical
5238,Mickie,Vido,25,70,45,medium
5239,Fletcher,Arnson,60,23,-37,critical
5240,Porty,Gandar,71,30,-41,critical
5241,Welch,Hullyer,26,30,4,high
5242,Wilhelmine,Fayter,38,28,-10,critical
5243,Elbert,Boissier,23,68,45,medium
5244,Celestina,Gofford,19,15,-4,critical
5245,Merry,Thumann,33,46,13,high
5246,Quentin,O'Fielly,87,40,-47,critical
5247,Lorrie,Youhill,44,85,41,medium
5248,Ranee,Kinnier,27,80,53,low
5249,Annette,Fryer,53,87,34,medium
5250,Bogey,Frear,51,13,-38,critical
5251,Alane,Crudge,72,57,-15,critical
5252,Bary,Tivnan,100,5,-95,critical
5253,Lesly,McIndrew,2,1,-1,critical
5254,Alyosha,Kilmurry,56,54,-2,critical
5255,Ramonda,Ommanney,75,54,-21,critical
5256,Alene,Fratson,100,57,-43,critical
5257,Camila,Bainton,18,26,8,high
5258,Edin,Vyse,58,7,-51,critical
5259,Tulley,Joskowitz,75,88,13,high
5260,Danya,Sellman,76,46,-30,critical
5261,Lock,Kersaw,69,54,-15,critical
5262,Carol,Dullard,94,89,-5,critical
5263,Amaleta,Mc Elory,33,79,46,medium
5264,Brenden,Ceresa,65,52,-13,critical
5265,Erl,Blaksland,69,13,-56,critical
5266,Taylor,Thurlbeck,11,89,78,none
5267,Sergei,Presser,88,76,-12,critical
5268,Maxwell,Lazenbury,7,72,65,low
5269,Anitra,Sexon,88,19,-69,critical
5270,Sax,Soot,73,33,-40,critical
5271,Constancy,Hubbold,17,25,8,high
5272,Clevey,Barck,77,23,-54,critical
5273,Rube,Ollenbuttel,91,77,-14,critical
5274,Essa,Dudding,11,21,10,high
5275,Dion,Pavitt,72,38,-34,critical
5276,Rollin,Gauche,65,72,7,high
5277,Eb,De La Cote,99,20,-79,critical
5278,Derby,Timperley,15,47,32,medium
5279,Simonette,Curragh,14,26,12,high
5280,Allyson,Codd,17,83,66,low
5281,Milly,Favel,25,17,-8,critical
5282,Wood,Cornils,64,91,27,medium
5283,Nanny,Lettson,70,3,-67,critical
5284,Kelly,Boatright,33,64,31,medium
5285,Sibyl,Knevett,16,61,45,medium
5286,George,Bearcock,73,12,-61,critical
5287,Bethena,Weir,33,1,-32,critical
5288,Kiley,McElwee,3,50,47,medium
